dataset,condition,trial,oddity_index,images
banktrial,chair_cluster1,chair_c1_533e0a52acd257bef27383fc5a5a711c_1,0,"['chair_3f83565ed40f87c5593ebeeedbff73b_003.png', 'chair_533e0a52acd257bef27383fc5a5a711c_000.png', 'chair_533e0a52acd257bef27383fc5a5a711c_002.png']"
banktrial,chair_cluster1,chair_c1_533e0a52acd257bef27383fc5a5a711c_2,1,"['chair_533e0a52acd257bef27383fc5a5a711c_012.png', 'chair_3f83565ed40f87c5593ebeeedbff73b_007.png', 'chair_533e0a52acd257bef27383fc5a5a711c_007.png']"
banktrial,chair_cluster1,chair_c1_e84d39ce475415399f165f18603a28b1_0,0,"['chair_b2f125cba550eb8bfebad4f49b26ec52_008.png', 'chair_e84d39ce475415399f165f18603a28b1_011.png', 'chair_e84d39ce475415399f165f18603a28b1_003.png']"
banktrial,chair_cluster1,chair_c1_e84d39ce475415399f165f18603a28b1_1,1,"['chair_e84d39ce475415399f165f18603a28b1_000.png', 'chair_b2f125cba550eb8bfebad4f49b26ec52_002.png', 'chair_e84d39ce475415399f165f18603a28b1_008.png']"
banktrial,chair_cluster1,chair_c1_e84d39ce475415399f165f18603a28b1_2,0,"['chair_36447db5cf7b5a27ab5c60fa85a57ffd_006.png', 'chair_e84d39ce475415399f165f18603a28b1_003.png', 'chair_e84d39ce475415399f165f18603a28b1_004.png']"
banktrial,chair_cluster1,chair_c1_6a02133392afc96b40ef1c8b63a628f9_0,1,"['chair_6a02133392afc96b40ef1c8b63a628f9_002.png', 'chair_f268849e43f64861cb3a30f2c37c38a6_003.png', 'chair_6a02133392afc96b40ef1c8b63a628f9_014.png']"
banktrial,chair_cluster1,chair_c1_6a02133392afc96b40ef1c8b63a628f9_1,0,"['chair_672e20cc6ffa29d41c6aa36e5af1449_005.png', 'chair_6a02133392afc96b40ef1c8b63a628f9_002.png', 'chair_6a02133392afc96b40ef1c8b63a628f9_003.png']"
banktrial,chair_cluster1,chair_c1_6a02133392afc96b40ef1c8b63a628f9_2,2,"['chair_6a02133392afc96b40ef1c8b63a628f9_000.png', 'chair_6a02133392afc96b40ef1c8b63a628f9_011.png', 'chair_933902ec014c6d487135fc51795b4038_001.png']"
banktrial,chair_cluster1,chair_c1_3f83565ed40f87c5593ebeeedbff73b_0,2,"['chair_3f83565ed40f87c5593ebeeedbff73b_014.png', 'chair_3f83565ed40f87c5593ebeeedbff73b_011.png', 'chair_c8963b0930306a61781cbff504e4168d_001.png']"
banktrial,chair_cluster1,chair_c1_3f83565ed40f87c5593ebeeedbff73b_1,0,"['chair_533e0a52acd257bef27383fc5a5a711c_011.png', 'chair_3f83565ed40f87c5593ebeeedbff73b_014.png', 'chair_3f83565ed40f87c5593ebeeedbff73b_003.png']"
banktrial,chair_cluster1,chair_c1_3f83565ed40f87c5593ebeeedbff73b_2,0,"['chair_512905c0211b947edc6f96c9bb9e3ae6_014.png', 'chair_3f83565ed40f87c5593ebeeedbff73b_000.png', 'chair_3f83565ed40f87c5593ebeeedbff73b_007.png']"
banktrial,chair_cluster1,chair_c1_a6ab184a68bc67d179b3e1be3524f72f_0,1,"['chair_a6ab184a68bc67d179b3e1be3524f72f_008.png', 'chair_f1645567130e99a878268642d8df40d1_011.png', 'chair_a6ab184a68bc67d179b3e1be3524f72f_006.png']"
banktrial,chair_cluster1,chair_c1_a6ab184a68bc67d179b3e1be3524f72f_1,0,"['chair_3f83565ed40f87c5593ebeeedbff73b_012.png', 'chair_a6ab184a68bc67d179b3e1be3524f72f_000.png', 'chair_a6ab184a68bc67d179b3e1be3524f72f_009.png']"
banktrial,chair_cluster1,chair_c1_a6ab184a68bc67d179b3e1be3524f72f_2,0,"['chair_e0a473eb557c424320768660cf080d12_012.png', 'chair_a6ab184a68bc67d179b3e1be3524f72f_009.png', 'chair_a6ab184a68bc67d179b3e1be3524f72f_001.png']"
banktrial,chair_cluster1,chair_c1_df6ca774d390755cbd18e74cb7446915_0,0,"['chair_fc97c771d058556f593de14e4664635a_000.png', 'chair_df6ca774d390755cbd18e74cb7446915_008.png', 'chair_df6ca774d390755cbd18e74cb7446915_005.png']"
banktrial,chair_cluster1,chair_c1_df6ca774d390755cbd18e74cb7446915_1,1,"['chair_df6ca774d390755cbd18e74cb7446915_007.png', 'chair_aa300965dead4fa33f09c790ddd20f8c_005.png', 'chair_df6ca774d390755cbd18e74cb7446915_013.png']"
banktrial,chair_cluster1,chair_c1_df6ca774d390755cbd18e74cb7446915_2,0,"['chair_5609756359a6dd2c1933ffef19678834_010.png', 'chair_df6ca774d390755cbd18e74cb7446915_001.png', 'chair_df6ca774d390755cbd18e74cb7446915_014.png']"
banktrial,chair_cluster1,chair_c1_69e35c579a68fe146045fdc35419ee6c_0,1,"['chair_69e35c579a68fe146045fdc35419ee6c_006.png', 'chair_5516e76a34984182b6f6d1d58b7b1311_008.png', 'chair_69e35c579a68fe146045fdc35419ee6c_001.png']"
banktrial,chair_cluster1,chair_c1_69e35c579a68fe146045fdc35419ee6c_1,0,"['chair_cbcc5cd1aec9f3413aa677469bbdd68c_008.png', 'chair_69e35c579a68fe146045fdc35419ee6c_012.png', 'chair_69e35c579a68fe146045fdc35419ee6c_010.png']"
banktrial,chair_cluster1,chair_c1_69e35c579a68fe146045fdc35419ee6c_2,1,"['chair_69e35c579a68fe146045fdc35419ee6c_003.png', 'chair_93e72cd3140b32513b5ed5cb2d36de1e_006.png', 'chair_69e35c579a68fe146045fdc35419ee6c_009.png']"
banktrial,chair_cluster1,chair_c1_e0a473eb557c424320768660cf080d12_0,0,"['chair_f1645567130e99a878268642d8df40d1_003.png', 'chair_e0a473eb557c424320768660cf080d12_005.png', 'chair_e0a473eb557c424320768660cf080d12_007.png']"
banktrial,chair_cluster1,chair_c1_e0a473eb557c424320768660cf080d12_1,1,"['chair_e0a473eb557c424320768660cf080d12_004.png', 'chair_8d1616ada1d6f239d1f4836ba5ad2863_007.png', 'chair_e0a473eb557c424320768660cf080d12_002.png']"
banktrial,chair_cluster1,chair_c1_e0a473eb557c424320768660cf080d12_2,1,"['chair_e0a473eb557c424320768660cf080d12_001.png', 'chair_8d1616ada1d6f239d1f4836ba5ad2863_003.png', 'chair_e0a473eb557c424320768660cf080d12_014.png']"
banktrial,chair_cluster1,chair_c1_95d082c78ea0b1befe52ffd0e748a1ab_0,2,"['chair_95d082c78ea0b1befe52ffd0e748a1ab_000.png', 'chair_95d082c78ea0b1befe52ffd0e748a1ab_001.png', 'chair_8cb34663a9e42f95c3bd24f986301745_005.png']"
banktrial,chair_cluster1,chair_c1_95d082c78ea0b1befe52ffd0e748a1ab_1,2,"['chair_95d082c78ea0b1befe52ffd0e748a1ab_011.png', 'chair_95d082c78ea0b1befe52ffd0e748a1ab_006.png', 'chair_2d204f50f33b3994fe52ffd0e748a1ab_003.png']"
banktrial,chair_cluster1,chair_c1_95d082c78ea0b1befe52ffd0e748a1ab_2,1,"['chair_95d082c78ea0b1befe52ffd0e748a1ab_008.png', 'chair_ba074c9ff5e36f60e8b2b8dc0c816caf_010.png', 'chair_95d082c78ea0b1befe52ffd0e748a1ab_002.png']"
banktrial,chair_cluster1,chair_c1_2fc2b897b6b131c4dc75a59e280f3bf8_0,2,"['chair_2fc2b897b6b131c4dc75a59e280f3bf8_011.png', 'chair_2fc2b897b6b131c4dc75a59e280f3bf8_010.png', 'chair_cbcc5cd1aec9f3413aa677469bbdd68c_005.png']"
banktrial,chair_cluster1,chair_c1_2fc2b897b6b131c4dc75a59e280f3bf8_1,1,"['chair_2fc2b897b6b131c4dc75a59e280f3bf8_001.png', 'chair_736589cbc46fe6b059f8e31ca87c470e_008.png', 'chair_2fc2b897b6b131c4dc75a59e280f3bf8_006.png']"
banktrial,chair_cluster1,chair_c1_2fc2b897b6b131c4dc75a59e280f3bf8_2,1,"['chair_2fc2b897b6b131c4dc75a59e280f3bf8_008.png', 'chair_93e72cd3140b32513b5ed5cb2d36de1e_003.png', 'chair_2fc2b897b6b131c4dc75a59e280f3bf8_007.png']"
banktrial,chair_cluster1,chair_c1_b33a3b1627ad61eb8ca4809dcf42fe1_0,0,"['chair_c2076591d588586719fb4103277a6b93_001.png', 'chair_b33a3b1627ad61eb8ca4809dcf42fe1_002.png', 'chair_b33a3b1627ad61eb8ca4809dcf42fe1_007.png']"
banktrial,chair_cluster1,chair_c1_b33a3b1627ad61eb8ca4809dcf42fe1_1,2,"['chair_b33a3b1627ad61eb8ca4809dcf42fe1_005.png', 'chair_b33a3b1627ad61eb8ca4809dcf42fe1_000.png', 'chair_3024deb09ba519c517089ab023f65eee_011.png']"
banktrial,chair_cluster1,chair_c1_b33a3b1627ad61eb8ca4809dcf42fe1_2,0,"['chair_8d1616ada1d6f239d1f4836ba5ad2863_011.png', 'chair_b33a3b1627ad61eb8ca4809dcf42fe1_004.png', 'chair_b33a3b1627ad61eb8ca4809dcf42fe1_014.png']"
banktrial,chair_cluster1,chair_c1_b69401b412d9300454d7082b34825ef0_0,2,"['chair_b69401b412d9300454d7082b34825ef0_001.png', 'chair_b69401b412d9300454d7082b34825ef0_006.png', 'chair_19d3ba04e165e67dcb4387db711dc078_004.png']"
banktrial,chair_cluster1,chair_c1_b69401b412d9300454d7082b34825ef0_1,1,"['chair_b69401b412d9300454d7082b34825ef0_011.png', 'chair_95d082c78ea0b1befe52ffd0e748a1ab_004.png', 'chair_b69401b412d9300454d7082b34825ef0_013.png']"
banktrial,chair_cluster1,chair_c1_b69401b412d9300454d7082b34825ef0_2,0,"['chair_8617fc907ff8cb36597976c675750537_005.png', 'chair_b69401b412d9300454d7082b34825ef0_013.png', 'chair_b69401b412d9300454d7082b34825ef0_003.png']"
banktrial,chair_cluster1,chair_c1_fb794b0b3260794bfebad4f49b26ec52_0,1,"['chair_fb794b0b3260794bfebad4f49b26ec52_003.png', 'chair_a9cc6920422b9d9c2af8b1d491b7ebc_007.png', 'chair_fb794b0b3260794bfebad4f49b26ec52_008.png']"
banktrial,chair_cluster1,chair_c1_fb794b0b3260794bfebad4f49b26ec52_1,2,"['chair_fb794b0b3260794bfebad4f49b26ec52_005.png', 'chair_fb794b0b3260794bfebad4f49b26ec52_012.png', 'chair_ea62254f0a5650579a8ef44e1d2c5b75_002.png']"
banktrial,chair_cluster1,chair_c1_fb794b0b3260794bfebad4f49b26ec52_2,0,"['chair_8a9630332c2cb42644ac83b3e97ad658_004.png', 'chair_fb794b0b3260794bfebad4f49b26ec52_004.png', 'chair_fb794b0b3260794bfebad4f49b26ec52_012.png']"
banktrial,chair_cluster1,chair_c1_ba074c9ff5e36f60e8b2b8dc0c816caf_0,0,"['chair_d38a49a15715c46ec3bd24f986301745_013.png', 'chair_ba074c9ff5e36f60e8b2b8dc0c816caf_006.png', 'chair_ba074c9ff5e36f60e8b2b8dc0c816caf_011.png']"
banktrial,chair_cluster1,chair_c1_ba074c9ff5e36f60e8b2b8dc0c816caf_1,1,"['chair_ba074c9ff5e36f60e8b2b8dc0c816caf_012.png', 'chair_d38a49a15715c46ec3bd24f986301745_011.png', 'chair_ba074c9ff5e36f60e8b2b8dc0c816caf_001.png']"
banktrial,chair_cluster1,chair_c1_ba074c9ff5e36f60e8b2b8dc0c816caf_2,1,"['chair_ba074c9ff5e36f60e8b2b8dc0c816caf_003.png', 'chair_120735afde493c277ff6ace05b36a5_011.png', 'chair_ba074c9ff5e36f60e8b2b8dc0c816caf_005.png']"
banktrial,chair_cluster1,chair_c1_5516e76a34984182b6f6d1d58b7b1311_0,0,"['chair_672e20cc6ffa29d41c6aa36e5af1449_010.png', 'chair_5516e76a34984182b6f6d1d58b7b1311_000.png', 'chair_5516e76a34984182b6f6d1d58b7b1311_006.png']"
banktrial,chair_cluster1,chair_c1_5516e76a34984182b6f6d1d58b7b1311_1,1,"['chair_5516e76a34984182b6f6d1d58b7b1311_006.png', 'chair_6a02133392afc96b40ef1c8b63a628f9_004.png', 'chair_5516e76a34984182b6f6d1d58b7b1311_004.png']"
banktrial,chair_cluster1,chair_c1_5516e76a34984182b6f6d1d58b7b1311_2,0,"['chair_17b77403b80de623f1783a44a88d6274_002.png', 'chair_5516e76a34984182b6f6d1d58b7b1311_002.png', 'chair_5516e76a34984182b6f6d1d58b7b1311_004.png']"
banktrial,chair_cluster1,chair_c1_92e6546c4aca4ed14b96b665a8ac321_0,0,"['chair_447856e1071e8b83c036a40816608369_003.png', 'chair_92e6546c4aca4ed14b96b665a8ac321_003.png', 'chair_92e6546c4aca4ed14b96b665a8ac321_002.png']"
banktrial,chair_cluster1,chair_c1_92e6546c4aca4ed14b96b665a8ac321_1,1,"['chair_92e6546c4aca4ed14b96b665a8ac321_002.png', 'chair_17b77403b80de623f1783a44a88d6274_007.png', 'chair_92e6546c4aca4ed14b96b665a8ac321_003.png']"
banktrial,chair_cluster1,chair_c1_92e6546c4aca4ed14b96b665a8ac321_2,2,"['chair_92e6546c4aca4ed14b96b665a8ac321_000.png', 'chair_92e6546c4aca4ed14b96b665a8ac321_012.png', 'chair_a6ab184a68bc67d179b3e1be3524f72f_009.png']"
banktrial,chair_cluster1,chair_c1_ea628b4568d4eb527085b4353236aad_0,2,"['chair_ea628b4568d4eb527085b4353236aad_012.png', 'chair_ea628b4568d4eb527085b4353236aad_009.png', 'chair_a9cc6920422b9d9c2af8b1d491b7ebc_001.png']"
banktrial,chair_cluster1,chair_c1_ea628b4568d4eb527085b4353236aad_1,2,"['chair_ea628b4568d4eb527085b4353236aad_006.png', 'chair_ea628b4568d4eb527085b4353236aad_003.png', 'chair_c8963b0930306a61781cbff504e4168d_009.png']"
banktrial,chair_cluster1,chair_c1_ea628b4568d4eb527085b4353236aad_2,1,"['chair_ea628b4568d4eb527085b4353236aad_004.png', 'chair_a9cc6920422b9d9c2af8b1d491b7ebc_014.png', 'chair_ea628b4568d4eb527085b4353236aad_002.png']"
banktrial,chair_cluster1,chair_c1_38ff18330fd5aace162bf7725b3fab02_0,1,"['chair_38ff18330fd5aace162bf7725b3fab02_006.png', 'chair_c1841ecc1302f45be798c4323a137f09_014.png', 'chair_38ff18330fd5aace162bf7725b3fab02_000.png']"
banktrial,chair_cluster1,chair_c1_38ff18330fd5aace162bf7725b3fab02_1,2,"['chair_38ff18330fd5aace162bf7725b3fab02_013.png', 'chair_38ff18330fd5aace162bf7725b3fab02_008.png', 'chair_c1841ecc1302f45be798c4323a137f09_002.png']"
banktrial,chair_cluster1,chair_c1_38ff18330fd5aace162bf7725b3fab02_2,2,"['chair_38ff18330fd5aace162bf7725b3fab02_012.png', 'chair_38ff18330fd5aace162bf7725b3fab02_007.png', 'chair_c8963b0930306a61781cbff504e4168d_005.png']"
banktrial,chair_cluster1,chair_c1_a808d40b66123c7ae9602306ed19eab0_0,0,"['chair_ea62254f0a5650579a8ef44e1d2c5b75_005.png', 'chair_a808d40b66123c7ae9602306ed19eab0_012.png', 'chair_a808d40b66123c7ae9602306ed19eab0_000.png']"
banktrial,chair_cluster1,chair_c1_a808d40b66123c7ae9602306ed19eab0_1,2,"['chair_a808d40b66123c7ae9602306ed19eab0_002.png', 'chair_a808d40b66123c7ae9602306ed19eab0_000.png', 'chair_953a6c4d742f1e44d1dcc55e36186e4e_011.png']"
banktrial,chair_cluster1,chair_c1_a808d40b66123c7ae9602306ed19eab0_2,1,"['chair_a808d40b66123c7ae9602306ed19eab0_014.png', 'chair_8617fc907ff8cb36597976c675750537_000.png', 'chair_a808d40b66123c7ae9602306ed19eab0_011.png']"
banktrial,chair_cluster1,chair_c1_3024deb09ba519c517089ab023f65eee_0,1,"['chair_3024deb09ba519c517089ab023f65eee_000.png', 'chair_fc97c771d058556f593de14e4664635a_008.png', 'chair_3024deb09ba519c517089ab023f65eee_006.png']"
banktrial,chair_cluster1,chair_c1_3024deb09ba519c517089ab023f65eee_1,2,"['chair_3024deb09ba519c517089ab023f65eee_004.png', 'chair_3024deb09ba519c517089ab023f65eee_008.png', 'chair_df6ca774d390755cbd18e74cb7446915_001.png']"
banktrial,chair_cluster1,chair_c1_3024deb09ba519c517089ab023f65eee_2,2,"['chair_3024deb09ba519c517089ab023f65eee_008.png', 'chair_3024deb09ba519c517089ab023f65eee_011.png', 'chair_aa154024474ad7d138a720835dbeef20_006.png']"
banktrial,chair_cluster1,chair_c1_b2f125cba550eb8bfebad4f49b26ec52_0,0,"['chair_c1841ecc1302f45be798c4323a137f09_011.png', 'chair_b2f125cba550eb8bfebad4f49b26ec52_005.png', 'chair_b2f125cba550eb8bfebad4f49b26ec52_003.png']"
banktrial,chair_cluster1,chair_c1_b2f125cba550eb8bfebad4f49b26ec52_1,0,"['chair_9979c8433d92fd80d1dcc55e36186e4e_013.png', 'chair_b2f125cba550eb8bfebad4f49b26ec52_005.png', 'chair_b2f125cba550eb8bfebad4f49b26ec52_007.png']"
banktrial,chair_cluster1,chair_c1_b2f125cba550eb8bfebad4f49b26ec52_2,0,"['chair_38ff18330fd5aace162bf7725b3fab02_005.png', 'chair_b2f125cba550eb8bfebad4f49b26ec52_001.png', 'chair_b2f125cba550eb8bfebad4f49b26ec52_000.png']"
banktrial,chair_cluster1,chair_c1_637606c1ca1ecd81b502160362bf1664_0,2,"['chair_637606c1ca1ecd81b502160362bf1664_003.png', 'chair_637606c1ca1ecd81b502160362bf1664_002.png', 'chair_7667d0da445e324bba600d75deaf8d3a_010.png']"
banktrial,chair_cluster1,chair_c1_637606c1ca1ecd81b502160362bf1664_1,2,"['chair_637606c1ca1ecd81b502160362bf1664_006.png', 'chair_637606c1ca1ecd81b502160362bf1664_004.png', 'chair_f1645567130e99a878268642d8df40d1_004.png']"
banktrial,chair_cluster1,chair_c1_637606c1ca1ecd81b502160362bf1664_2,1,"['chair_637606c1ca1ecd81b502160362bf1664_014.png', 'chair_a6ab184a68bc67d179b3e1be3524f72f_005.png', 'chair_637606c1ca1ecd81b502160362bf1664_001.png']"
banktrial,chair_cluster1,chair_c1_4f188d1f92b859fc283b00891f680579_0,1,"['chair_4f188d1f92b859fc283b00891f680579_012.png', 'chair_3de9a7a40851ceb971a782a4379556c7_007.png', 'chair_4f188d1f92b859fc283b00891f680579_002.png']"
banktrial,chair_cluster1,chair_c1_4f188d1f92b859fc283b00891f680579_1,0,"['chair_b2f125cba550eb8bfebad4f49b26ec52_014.png', 'chair_4f188d1f92b859fc283b00891f680579_004.png', 'chair_4f188d1f92b859fc283b00891f680579_005.png']"
banktrial,chair_cluster1,chair_c1_4f188d1f92b859fc283b00891f680579_2,1,"['chair_4f188d1f92b859fc283b00891f680579_007.png', 'chair_317a2cc9f3b54a48283b00891f680579_009.png', 'chair_4f188d1f92b859fc283b00891f680579_008.png']"
banktrial,chair_cluster1,chair_c1_933902ec014c6d487135fc51795b4038_0,2,"['chair_933902ec014c6d487135fc51795b4038_007.png', 'chair_933902ec014c6d487135fc51795b4038_008.png', 'chair_512905c0211b947edc6f96c9bb9e3ae6_001.png']"
banktrial,chair_cluster1,chair_c1_933902ec014c6d487135fc51795b4038_1,2,"['chair_933902ec014c6d487135fc51795b4038_008.png', 'chair_933902ec014c6d487135fc51795b4038_006.png', 'chair_512905c0211b947edc6f96c9bb9e3ae6_008.png']"
banktrial,chair_cluster1,chair_c1_933902ec014c6d487135fc51795b4038_2,2,"['chair_933902ec014c6d487135fc51795b4038_008.png', 'chair_933902ec014c6d487135fc51795b4038_010.png', 'chair_b2f125cba550eb8bfebad4f49b26ec52_006.png']"
banktrial,chair_cluster1,chair_c1_5609756359a6dd2c1933ffef19678834_0,1,"['chair_5609756359a6dd2c1933ffef19678834_014.png', 'chair_a6ab184a68bc67d179b3e1be3524f72f_008.png', 'chair_5609756359a6dd2c1933ffef19678834_001.png']"
banktrial,chair_cluster1,chair_c1_5609756359a6dd2c1933ffef19678834_1,2,"['chair_5609756359a6dd2c1933ffef19678834_014.png', 'chair_5609756359a6dd2c1933ffef19678834_009.png', 'chair_93e72cd3140b32513b5ed5cb2d36de1e_011.png']"
banktrial,chair_cluster1,chair_c1_5609756359a6dd2c1933ffef19678834_2,2,"['chair_5609756359a6dd2c1933ffef19678834_012.png', 'chair_5609756359a6dd2c1933ffef19678834_013.png', 'chair_672e20cc6ffa29d41c6aa36e5af1449_012.png']"
banktrial,chair_cluster1,chair_c1_c04f515b688f9d97fff16555386d173d_0,1,"['chair_c04f515b688f9d97fff16555386d173d_001.png', 'chair_3d9dce1953180fe6f9c9f9697d1ec60_001.png', 'chair_c04f515b688f9d97fff16555386d173d_004.png']"
banktrial,chair_cluster1,chair_c1_c04f515b688f9d97fff16555386d173d_1,2,"['chair_c04f515b688f9d97fff16555386d173d_010.png', 'chair_c04f515b688f9d97fff16555386d173d_009.png', 'chair_3d9dce1953180fe6f9c9f9697d1ec60_006.png']"
banktrial,chair_cluster1,chair_c1_c04f515b688f9d97fff16555386d173d_2,2,"['chair_c04f515b688f9d97fff16555386d173d_014.png', 'chair_c04f515b688f9d97fff16555386d173d_004.png', 'chair_a374da8227eca67b89014675a548cbb_002.png']"
banktrial,chair_cluster1,chair_c1_c1841ecc1302f45be798c4323a137f09_0,0,"['chair_9aece6c6436cde6fd9ac1bf1eddffd24_007.png', 'chair_c1841ecc1302f45be798c4323a137f09_010.png', 'chair_c1841ecc1302f45be798c4323a137f09_000.png']"
banktrial,chair_cluster1,chair_c1_c1841ecc1302f45be798c4323a137f09_1,2,"['chair_c1841ecc1302f45be798c4323a137f09_008.png', 'chair_c1841ecc1302f45be798c4323a137f09_000.png', 'chair_512905c0211b947edc6f96c9bb9e3ae6_007.png']"
banktrial,chair_cluster1,chair_c1_c1841ecc1302f45be798c4323a137f09_2,0,"['chair_b267d11790325e6cec7cbf3284585a40_009.png', 'chair_c1841ecc1302f45be798c4323a137f09_006.png', 'chair_c1841ecc1302f45be798c4323a137f09_012.png']"
banktrial,chair_cluster1,chair_c1_43681f9356e330b36ac40071701c687_0,0,"['chair_831ca4306245810435836c728d324152_002.png', 'chair_43681f9356e330b36ac40071701c687_008.png', 'chair_43681f9356e330b36ac40071701c687_000.png']"
banktrial,chair_cluster1,chair_c1_43681f9356e330b36ac40071701c687_1,0,"['chair_c2076591d588586719fb4103277a6b93_005.png', 'chair_43681f9356e330b36ac40071701c687_000.png', 'chair_43681f9356e330b36ac40071701c687_014.png']"
banktrial,chair_cluster1,chair_c1_43681f9356e330b36ac40071701c687_2,2,"['chair_43681f9356e330b36ac40071701c687_001.png', 'chair_43681f9356e330b36ac40071701c687_013.png', 'chair_b8e4dfe08a43badabaed5cf8a752d243_014.png']"
banktrial,chair_cluster1,chair_c1_53fc74fb69742cab20768660cf080d12_0,2,"['chair_53fc74fb69742cab20768660cf080d12_003.png', 'chair_53fc74fb69742cab20768660cf080d12_012.png', 'chair_b2f125cba550eb8bfebad4f49b26ec52_002.png']"
banktrial,chair_cluster1,chair_c1_53fc74fb69742cab20768660cf080d12_1,0,"['chair_247353514479969ce6fe3612af521500_013.png', 'chair_53fc74fb69742cab20768660cf080d12_010.png', 'chair_53fc74fb69742cab20768660cf080d12_008.png']"
banktrial,chair_cluster1,chair_c1_53fc74fb69742cab20768660cf080d12_2,2,"['chair_53fc74fb69742cab20768660cf080d12_008.png', 'chair_53fc74fb69742cab20768660cf080d12_000.png', 'chair_b2f125cba550eb8bfebad4f49b26ec52_006.png']"
banktrial,chair_cluster1,chair_c1_fc97c771d058556f593de14e4664635a_0,1,"['chair_fc97c771d058556f593de14e4664635a_002.png', 'chair_3024deb09ba519c517089ab023f65eee_003.png', 'chair_fc97c771d058556f593de14e4664635a_007.png']"
banktrial,chair_cluster1,chair_c1_fc97c771d058556f593de14e4664635a_1,2,"['chair_fc97c771d058556f593de14e4664635a_002.png', 'chair_fc97c771d058556f593de14e4664635a_013.png', 'chair_831ca4306245810435836c728d324152_009.png']"
banktrial,chair_cluster1,chair_c1_fc97c771d058556f593de14e4664635a_2,0,"['chair_b8e4dfe08a43badabaed5cf8a752d243_000.png', 'chair_fc97c771d058556f593de14e4664635a_007.png', 'chair_fc97c771d058556f593de14e4664635a_006.png']"
banktrial,chair_cluster1,chair_c1_4ae645f3b724a7dcb83ea6cf8ac00397_0,0,"['chair_831ca4306245810435836c728d324152_010.png', 'chair_4ae645f3b724a7dcb83ea6cf8ac00397_004.png', 'chair_4ae645f3b724a7dcb83ea6cf8ac00397_008.png']"
banktrial,chair_cluster1,chair_c1_4ae645f3b724a7dcb83ea6cf8ac00397_1,1,"['chair_4ae645f3b724a7dcb83ea6cf8ac00397_002.png', 'chair_df6ca774d390755cbd18e74cb7446915_012.png', 'chair_4ae645f3b724a7dcb83ea6cf8ac00397_000.png']"
banktrial,chair_cluster1,chair_c1_4ae645f3b724a7dcb83ea6cf8ac00397_2,2,"['chair_4ae645f3b724a7dcb83ea6cf8ac00397_008.png', 'chair_4ae645f3b724a7dcb83ea6cf8ac00397_005.png', 'chair_c2076591d588586719fb4103277a6b93_002.png']"
banktrial,chair_cluster1,chair_c1_aa300965dead4fa33f09c790ddd20f8c_0,2,"['chair_aa300965dead4fa33f09c790ddd20f8c_011.png', 'chair_aa300965dead4fa33f09c790ddd20f8c_010.png', 'chair_b8e4dfe08a43badabaed5cf8a752d243_004.png']"
banktrial,chair_cluster1,chair_c1_aa300965dead4fa33f09c790ddd20f8c_1,0,"['chair_df6ca774d390755cbd18e74cb7446915_010.png', 'chair_aa300965dead4fa33f09c790ddd20f8c_014.png', 'chair_aa300965dead4fa33f09c790ddd20f8c_001.png']"
banktrial,chair_cluster1,chair_c1_aa300965dead4fa33f09c790ddd20f8c_2,1,"['chair_aa300965dead4fa33f09c790ddd20f8c_011.png', 'chair_6a02133392afc96b40ef1c8b63a628f9_009.png', 'chair_aa300965dead4fa33f09c790ddd20f8c_006.png']"
banktrial,chair_cluster1,chair_c1_41fd861b4f4b8baf3adc3470b30138f3_0,2,"['chair_41fd861b4f4b8baf3adc3470b30138f3_001.png', 'chair_41fd861b4f4b8baf3adc3470b30138f3_014.png', 'chair_3de9a7a40851ceb971a782a4379556c7_005.png']"
banktrial,chair_cluster1,chair_c1_41fd861b4f4b8baf3adc3470b30138f3_1,2,"['chair_41fd861b4f4b8baf3adc3470b30138f3_001.png', 'chair_41fd861b4f4b8baf3adc3470b30138f3_005.png', 'chair_e6ea5e70c2f29d881e8fd793667dc14f_014.png']"
banktrial,chair_cluster1,chair_c1_41fd861b4f4b8baf3adc3470b30138f3_2,1,"['chair_41fd861b4f4b8baf3adc3470b30138f3_005.png', 'chair_953a6c4d742f1e44d1dcc55e36186e4e_004.png', 'chair_41fd861b4f4b8baf3adc3470b30138f3_006.png']"
banktrial,chair_cluster1,chair_c1_b8e4dfe08a43badabaed5cf8a752d243_0,0,"['chair_4ae645f3b724a7dcb83ea6cf8ac00397_013.png', 'chair_b8e4dfe08a43badabaed5cf8a752d243_009.png', 'chair_b8e4dfe08a43badabaed5cf8a752d243_007.png']"
banktrial,chair_cluster1,chair_c1_b8e4dfe08a43badabaed5cf8a752d243_1,1,"['chair_b8e4dfe08a43badabaed5cf8a752d243_008.png', 'chair_a9cc6920422b9d9c2af8b1d491b7ebc_012.png', 'chair_b8e4dfe08a43badabaed5cf8a752d243_010.png']"
banktrial,chair_cluster1,chair_c1_b8e4dfe08a43badabaed5cf8a752d243_2,0,"['chair_a9cc6920422b9d9c2af8b1d491b7ebc_008.png', 'chair_b8e4dfe08a43badabaed5cf8a752d243_001.png', 'chair_b8e4dfe08a43badabaed5cf8a752d243_012.png']"
banktrial,chair_cluster1,chair_c1_953a6c4d742f1e44d1dcc55e36186e4e_0,1,"['chair_953a6c4d742f1e44d1dcc55e36186e4e_012.png', 'chair_e6ea5e70c2f29d881e8fd793667dc14f_010.png', 'chair_953a6c4d742f1e44d1dcc55e36186e4e_005.png']"
